"","V1","V2","V3","V4","V5","G1","G2","G3","G4","G5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"524",1,6,5,6,4,4,2,4,5,3,1,6,4,4,1,4,5,4,4,1,1,1,2,5,1
"525",3,6,5,6,5,3,5,5,1,1,3,1,3,4,4,3,3,2,3,4,4,4,4,4,2
"526",6,1,1,1,1,6,6,6,1,1,6,6,1,1,6,6,6,6,6,1,6,1,6,6,1
"527",5,5,4,5,5,5,5,5,3,1,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4
"528",1,6,5,2,5,5,5,3,3,5,1,1,4,6,4,5,5,6,5,5,4,2,4,3,2
"529",2,5,5,5,4,4,5,5,2,1,1,1,3,5,4,1,2,2,4,1,3,2,4,5,2
"530",5,5,5,6,3,4,5,5,2,2,4,6,4,5,4,5,5,5,4,4,5,4,1,2,5
"531",4,6,6,6,4,4,6,6,3,5,3,2,6,5,6,6,6,4,3,6,6,6,5,6,4
"532",2,5,4,4,4,3,4,3,4,5,2,4,4,4,4,5,5,2,4,6,4,5,3,4,3
"533",3,4,5,6,5,6,4,4,2,4,2,3,4,6,6,5,6,2,2,3,4,3,2,6,3
"534",2,6,6,6,6,5,5,5,2,4,2,4,5,6,5,4,5,2,2,1,5,1,5,6,2
"535",1,5,6,5,5,6,6,5,2,2,3,2,5,4,2,1,5,4,2,4,4,1,5,5,1
"536",2,6,3,6,5,6,6,6,1,1,4,2,1,2,2,4,5,4,5,4,4,2,4,5,3
"537",1,6,5,2,5,1,2,3,3,1,1,2,5,1,3,1,1,1,1,1,2,2,4,5,2
"538",5,5,5,6,5,6,6,4,4,4,6,5,2,3,3,4,5,2,4,1,5,5,4,6,1
"539",1,5,4,2,5,5,5,4,2,4,5,2,5,5,5,2,1,5,5,1,6,1,5,6,1
"540",4,5,6,1,5,6,5,4,2,5,1,4,3,5,6,5,6,6,5,1,4,4,5,4,1
"541",2,6,6,5,5,4,4,3,4,3,1,1,6,6,6,4,4,3,1,4,5,1,6,6,2
"542",2,5,5,6,4,4,4,2,3,5,2,5,4,4,4,4,4,4,5,4,4,3,4,5,2
"543",1,6,6,6,6,5,5,2,4,5,2,3,6,5,5,5,6,6,6,5,4,5,6,6,2
"544",1,6,5,6,6,6,6,6,1,1,1,1,5,6,6,1,1,1,1,1,6,1,6,5,2
"545",3,6,6,6,5,5,6,6,2,1,5,4,5,5,6,5,6,6,2,5,5,2,5,6,2
"546",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,5,2
"547",3,4,4,4,4,5,3,4,3,5,4,4,2,3,4,5,6,6,4,5,4,2,3,5,4
"548",2,4,4,3,5,3,4,3,4,4,3,5,5,4,3,5,5,6,4,6,5,2,5,6,1
"549",2,6,6,6,5,6,6,5,3,3,4,5,4,4,4,3,5,3,3,3,4,2,5,6,4
"550",5,2,3,5,4,6,4,5,2,4,5,6,2,2,2,4,3,1,3,1,6,2,2,6,2
"551",1,6,6,6,6,6,5,6,1,1,2,3,3,6,5,2,2,2,1,1,5,1,4,6,1
"552",3,5,3,5,5,6,4,4,2,5,2,2,2,6,4,4,4,3,2,2,6,1,5,6,1
"553",1,6,5,6,5,6,5,5,4,2,4,5,4,5,5,3,3,5,4,6,4,5,6,5,4
"554",1,5,5,5,6,5,5,5,2,1,6,5,2,5,3,5,5,5,6,5,2,2,5,4,2
"555",3,4,5,6,5,4,6,4,1,1,2,2,5,5,6,3,3,3,2,1,6,3,5,4,5
"556",1,6,5,6,5,4,5,5,1,2,1,2,4,5,4,1,2,2,1,2,5,1,4,5,2
"557",1,6,6,6,6,5,6,6,2,1,1,4,6,4,5,6,5,4,5,6,2,4,4,6,2
"558",1,5,6,6,1,3,5,5,2,2,2,1,4,6,4,1,1,2,3,3,5,3,4,2,5
"559",1,6,4,5,4,5,5,5,1,4,3,3,5,5,5,3,4,2,2,2,4,6,4,5,4
"560",2,3,4,4,5,3,2,5,4,6,3,2,4,5,2,2,4,1,2,1,3,3,3,4,3
"561",2,4,4,3,5,3,2,3,4,4,4,2,5,5,5,1,1,2,2,1,4,1,3,6,2
"562",2,5,5,6,5,5,5,5,5,4,6,4,3,5,2,2,2,2,3,3,6,2,4,6,5
"563",2,5,5,3,2,5,4,6,1,4,3,6,2,1,5,6,6,6,3,2,5,1,4,3,2
"564",2,6,5,6,5,6,6,6,1,5,2,2,4,5,4,1,4,4,1,2,5,6,3,4,3
"565",2,4,4,4,5,3,4,3,3,4,4,4,3,4,4,3,3,3,4,2,5,2,4,5,2
"566",3,1,5,6,4,5,6,1,2,1,5,3,5,6,5,1,1,1,1,1,6,4,6,6,1
"567",2,4,2,2,3,5,5,5,2,2,4,5,2,3,2,4,5,3,4,4,5,3,4,4,5
"568",2,5,6,6,2,5,5,5,1,2,2,5,2,2,5,2,5,6,2,6,4,6,4,6,2
"569",2,6,6,6,5,5,5,6,2,2,1,2,5,6,4,2,4,4,2,4,5,2,5,4,2
"570",1,6,6,5,5,5,4,5,2,6,1,2,6,6,6,5,6,5,4,6,6,6,5,5,2
"571",2,5,4,5,5,4,4,5,3,4,3,2,4,5,5,4,3,2,2,2,5,4,4,4,4
"572",2,6,5,5,2,4,6,5,2,4,2,6,4,3,5,2,4,5,4,2,4,4,5,5,1
"573",1,6,5,6,6,5,5,6,2,2,2,2,5,5,6,4,4,1,1,3,5,3,4,5,2
"574",2,5,5,5,5,3,4,5,2,4,2,2,6,6,6,3,2,3,2,2,5,4,5,6,2
"575",1,6,6,6,1,4,2,2,2,4,1,1,6,5,6,2,2,2,3,2,6,1,6,5,1
"576",1,5,4,5,5,6,5,6,1,1,2,1,5,6,5,3,3,4,2,3,5,1,5,5,2
"577",1,3,4,4,4,5,6,4,4,4,6,4,2,3,2,3,2,1,1,2,5,1,4,6,2
"578",2,6,5,6,4,5,5,6,2,3,1,2,5,6,5,3,5,2,2,2,5,4,5,3,3
"579",3,6,5,4,4,5,5,6,2,4,4,4,3,4,5,4,4,5,4,5,6,4,6,6,2
"580",1,1,5,6,6,6,5,2,1,5,4,5,2,5,3,3,4,4,2,3,6,1,6,6,1
"581",1,6,5,6,5,6,6,6,1,2,1,2,4,6,6,1,4,1,3,1,6,1,5,6,1
"582",1,5,5,6,5,3,4,3,2,2,2,3,3,5,3,3,3,3,3,2,4,2,2,5,2
"583",5,4,6,2,4,4,4,4,3,5,5,4,2,4,5,5,6,5,4,5,5,1,5,6,6
"584",3,5,5,3,4,4,4,6,2,4,1,3,5,5,6,3,5,4,5,3,6,2,4,6,2
"585",1,6,6,5,6,4,5,5,2,2,2,1,3,5,5,1,1,2,2,1,6,4,4,3,2
"586",3,4,5,6,2,3,5,4,2,3,3,2,3,5,4,2,3,2,2,5,2,2,3,2,2
"587",2,4,4,6,4,4,5,4,2,2,1,2,4,5,4,4,3,5,6,2,2,3,5,5,3
"588",3,4,4,6,5,3,3,2,3,4,1,1,3,6,4,2,2,1,1,1,4,3,4,3,2
"589",2,5,4,4,3,4,3,4,3,4,3,4,3,3,3,4,4,4,4,2,4,3,3,5,4
"590",3,5,2,1,2,5,1,2,2,4,1,2,5,5,6,4,6,3,2,3,5,2,6,5,5
"591",2,5,5,2,4,5,5,4,3,4,2,2,4,5,5,5,6,5,5,5,2,3,4,6,2
"592",1,5,5,6,4,5,5,3,2,3,5,4,2,2,5,5,2,4,2,4,5,2,5,5,1
"593",2,6,6,6,6,5,5,5,3,4,2,1,5,6,6,2,5,3,2,1,5,2,5,5,2
"594",1,5,6,2,3,5,3,2,2,4,5,4,4,5,6,2,3,5,5,2,6,4,6,6,2
"595",3,6,6,6,6,6,5,6,2,1,1,1,6,6,5,2,2,3,2,2,6,1,5,6,1
"596",2,5,5,5,5,4,4,5,2,2,3,2,2,5,2,1,1,2,2,1,2,4,2,4,3
"597",1,6,6,6,5,5,6,6,4,3,4,4,5,5,5,4,2,2,3,4,6,4,6,6,1
"598",1,6,5,2,4,5,3,5,1,1,1,1,3,6,5,5,4,4,1,1,6,1,6,6,1
"599",2,5,5,4,5,5,4,4,2,5,2,4,5,5,3,3,3,3,2,3,4,1,4,3,3
"600",1,5,5,6,4,5,5,5,2,2,2,2,2,2,6,5,6,2,4,4,6,1,5,5,2
"601",2,6,3,3,3,2,2,4,3,4,4,6,3,2,3,5,5,5,5,4,3,2,4,6,3
"602",4,5,5,6,5,4,6,5,2,2,5,2,4,5,5,3,3,3,3,3,6,2,5,6,2
"603",3,4,4,2,4,2,2,4,5,6,2,2,4,5,5,6,6,5,5,4,4,4,4,5,3
"604",1,5,6,6,4,5,5,4,2,2,5,5,2,3,3,2,4,4,4,5,3,2,4,6,3
"605",3,3,4,2,3,3,3,3,3,4,3,4,4,4,2,3,3,2,3,3,3,4,3,4,4
"606",1,6,5,5,5,4,4,3,3,5,1,2,5,5,4,2,2,3,2,2,5,2,5,5,1
"607",1,5,5,4,4,4,4,6,3,5,1,1,4,6,5,3,4,4,3,2,6,1,6,6,1
"608",1,5,4,5,5,5,5,5,3,3,2,4,6,2,4,4,3,5,2,5,4,2,6,5,2
"609",3,4,5,5,4,4,4,4,4,5,2,2,3,6,4,2,3,2,2,3,5,4,4,4,2
"610",5,6,6,5,5,5,5,6,1,1,6,1,5,5,6,1,1,1,1,1,6,1,6,5,1
"611",4,3,4,4,3,5,4,5,3,3,2,2,4,5,5,4,4,4,3,2,4,3,5,4,3
"612",2,5,4,2,4,4,4,4,2,2,2,3,5,4,4,2,3,2,2,3,4,2,5,5,2
"613",3,3,5,6,5,3,5,5,2,2,1,2,4,6,6,2,2,5,1,3,5,3,3,3,3
"614",1,5,5,2,5,5,5,3,2,4,5,4,4,4,5,2,4,2,3,1,5,2,2,5,2
"615",1,5,1,5,6,3,5,5,4,1,1,4,4,5,5,2,5,1,1,1,6,1,6,6,5
"616",2,5,5,4,5,5,4,4,4,5,1,2,5,6,5,3,3,1,2,3,4,4,5,4,2
"617",1,6,3,4,2,5,6,5,1,1,2,3,4,5,4,4,1,3,2,5,5,2,6,6,1
"618",3,5,6,6,5,4,4,3,3,3,2,3,5,6,4,1,4,3,2,2,3,5,4,5,1
"619",4,6,6,1,6,6,5,6,1,1,1,3,4,5,5,5,6,5,1,6,5,3,6,5,1
"620",4,3,1,1,5,6,6,4,1,1,6,2,6,1,5,4,2,1,2,1,6,1,6,6,1
"621",5,2,2,2,4,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,1,6,1,1
"622",2,5,5,5,2,4,5,4,4,4,2,2,5,5,4,4,5,1,3,4,5,3,5,5,2
"623",2,5,5,2,5,6,5,5,1,2,3,2,5,5,6,1,1,4,4,1,6,1,5,6,1
"624",2,6,6,6,6,6,6,5,1,3,1,1,5,6,5,2,2,2,4,6,5,2,4,2,4
"625",2,5,5,5,5,5,5,4,3,2,1,2,6,5,5,2,3,3,2,3,5,3,5,4,2
"626",1,6,3,5,6,5,5,6,1,4,1,1,4,6,5,4,4,4,2,2,5,2,6,4,4
"627",1,6,6,6,6,5,5,4,2,2,2,2,3,6,5,2,2,2,1,2,5,2,4,5,2
"628",4,4,3,5,4,4,5,2,4,5,4,4,3,4,2,6,5,5,5,5,3,6,2,5,4
"629",3,5,5,6,5,3,5,4,2,2,3,4,4,3,4,1,2,1,1,1,4,2,4,5,2
"630",2,6,4,4,4,4,4,5,1,2,1,3,4,4,6,4,3,1,1,1,5,1,4,3,1
"631",4,5,4,2,5,3,4,4,3,5,3,4,4,6,4,3,5,4,3,4,5,2,5,4,2
"632",2,5,2,4,6,4,1,2,5,5,1,3,2,5,2,2,2,5,6,6,5,1,5,6,1
"633",1,6,6,6,6,4,6,5,2,2,1,1,6,6,6,1,4,4,4,4,6,1,6,6,1
"634",5,5,4,6,4,6,5,5,2,4,3,4,3,6,4,3,4,5,5,2,4,5,2,5,2
"635",3,5,5,5,5,5,5,5,2,2,2,1,5,6,6,1,1,2,1,1,6,3,5,5,2
"636",2,5,5,4,2,4,4,5,1,4,2,4,3,4,4,1,1,2,4,2,5,1,5,5,1
"637",1,5,5,6,5,5,6,6,1,2,5,2,2,5,5,2,2,1,1,2,5,6,2,2,4
"638",1,6,6,6,1,5,2,5,2,4,2,4,4,6,4,1,1,1,1,2,5,3,1,2,3
"639",1,5,5,6,4,4,4,4,5,6,1,3,3,2,4,6,6,4,6,3,5,5,5,6,2
"640",2,4,6,1,4,6,3,4,3,5,1,1,3,1,6,6,4,1,4,6,1,1,6,6,2
"641",3,5,5,5,6,4,4,6,3,3,2,2,5,6,6,2,2,3,3,3,5,4,5,6,3
"642",2,6,6,6,6,5,5,6,2,1,2,1,6,6,5,2,3,2,2,4,6,4,5,6,3
"643",1,6,6,6,5,6,6,5,1,1,2,3,5,5,5,2,5,6,2,6,5,2,5,5,1
"644",4,6,4,6,4,5,5,4,5,6,1,1,2,5,4,5,6,6,6,6,1,6,2,5,6
"645",3,5,5,5,2,5,3,5,2,5,4,2,4,1,5,3,4,5,4,4,4,1,2,4,3
"646",3,5,5,5,5,5,2,5,2,2,2,2,5,5,5,2,1,2,2,2,3,1,3,3,2
"647",3,4,4,4,2,5,4,5,2,2,2,2,4,6,4,5,5,3,4,1,4,4,4,6,4
"648",6,3,2,4,4,6,6,6,1,2,4,4,5,6,5,1,4,1,1,1,6,2,6,6,1
"649",6,2,1,4,4,6,6,6,1,1,4,4,5,5,5,1,3,1,1,1,6,2,6,4,1
"650",3,5,5,5,5,5,5,5,2,4,5,6,4,5,3,1,1,1,1,2,5,2,4,5,3
"651",1,6,6,5,6,4,4,5,3,3,2,3,5,5,5,1,4,3,4,5,4,1,5,6,3
"652",2,5,5,6,4,4,4,4,4,4,2,4,4,4,5,4,4,5,4,3,4,1,5,6,3
"653",2,5,4,4,5,3,3,5,5,5,5,5,3,5,4,3,2,2,6,5,3,5,3,5,4
"654",1,5,4,6,5,4,4,5,3,5,3,5,5,5,4,6,6,5,5,5,5,3,5,6,5
"655",2,5,5,2,4,2,3,2,4,5,4,4,4,3,2,4,5,6,6,5,4,4,5,6,2
"656",1,6,6,4,5,6,4,6,1,2,1,2,3,5,4,1,4,4,2,1,5,2,3,4,4
"657",2,5,5,5,3,5,5,4,3,4,5,4,1,2,5,4,5,5,2,2,6,5,3,6,2
"658",1,6,6,5,5,6,5,4,1,2,2,1,5,5,4,3,3,3,3,4,4,1,6,4,1
"659",5,5,4,5,5,4,4,4,2,4,1,2,5,5,5,2,3,2,1,1,5,2,4,4,2
"660",4,6,5,5,6,5,6,6,2,4,5,4,4,5,6,5,5,4,6,4,6,5,5,5,5
"661",1,4,2,3,4,2,2,4,3,5,5,4,4,4,1,1,1,1,1,1,2,4,2,3,5
"662",1,4,3,6,3,3,1,2,4,6,1,3,4,6,4,5,6,4,5,5,6,6,2,2,3
"663",1,4,5,6,6,6,5,5,1,2,5,2,4,6,5,4,4,2,3,1,4,4,4,5,3
"664",2,6,5,5,5,4,1,5,4,6,1,5,6,4,4,5,6,6,5,4,5,1,6,6,1
"665",1,6,6,6,6,6,5,5,1,1,1,1,5,5,6,1,1,1,1,1,6,2,5,2,1
"666",6,6,6,6,6,6,5,1,1,1,6,6,1,6,6,1,6,1,6,1,6,6,1,6,1
"667",3,5,3,4,2,5,5,4,2,5,3,2,3,2,5,5,4,3,2,2,6,1,6,6,1
"668",4,6,6,6,6,6,6,6,4,1,1,3,6,5,5,1,4,5,5,6,5,5,5,6,5
"669",1,5,4,4,4,3,2,5,4,5,5,6,3,2,1,1,1,4,6,1,4,1,4,6,4
"670",3,5,5,6,5,5,5,6,2,3,2,4,3,6,4,3,2,3,2,1,4,3,4,5,3
"671",1,2,5,6,5,3,4,5,1,1,2,2,5,5,5,1,1,2,4,2,5,1,5,5,2
"672",1,6,6,4,5,5,6,5,2,4,2,2,4,4,6,2,2,5,4,1,6,1,5,6,1
"673",2,4,4,4,5,4,4,2,2,4,4,5,2,5,4,1,4,1,2,1,5,1,5,5,3
"674",2,4,3,4,3,2,3,5,4,5,5,5,1,3,4,5,5,5,6,5,5,2,5,6,6
"675",5,4,5,4,4,4,6,4,2,3,1,2,5,4,6,1,4,1,1,1,5,1,5,5,1
"676",1,5,5,6,5,5,5,2,2,2,4,2,4,5,5,2,4,2,2,1,1,4,5,5,3
"677",6,6,6,6,6,6,6,6,1,1,4,1,5,6,5,1,4,5,5,6,4,4,5,6,6
"678",4,6,5,6,5,3,3,2,3,6,6,6,6,1,3,1,2,4,5,1,3,6,4,6,4
"679",4,3,3,4,3,5,5,4,3,5,5,4,2,3,3,3,3,2,3,3,5,1,5,6,2
"680",2,5,5,6,5,3,5,5,2,1,2,2,5,6,5,2,3,2,1,1,5,5,4,3,2
"681",2,5,5,6,5,4,3,3,2,3,5,4,4,5,2,4,4,4,3,3,6,2,4,6,2
"682",1,6,5,4,6,4,2,4,4,5,2,2,5,4,5,4,4,4,4,4,6,2,4,4,4
"683",4,3,6,4,6,2,5,6,1,1,5,2,6,1,2,3,3,1,4,3,4,6,4,6,3
"684",3,4,4,6,4,3,4,4,4,1,1,4,4,4,5,1,4,1,2,4,6,4,4,1,1
"685",1,6,4,4,4,6,2,5,2,1,6,5,1,4,1,1,6,5,4,6,2,6,1,6,1
"686",1,5,5,1,6,6,5,5,1,6,2,1,5,5,6,1,1,5,5,6,4,5,5,5,4
"687",6,6,1,3,5,6,6,6,1,1,3,1,2,2,6,1,2,2,3,1,6,1,4,1,3
"688",5,4,1,2,2,5,5,4,4,6,6,4,3,2,2,4,5,2,5,5,6,2,4,6,6
"689",2,6,6,6,6,6,6,6,2,5,4,3,5,6,5,3,3,2,4,3,6,1,5,5,1
"690",1,6,4,4,5,3,6,3,2,2,2,2,5,5,5,3,4,2,1,2,4,2,5,6,2
"691",1,4,2,5,2,1,2,1,2,4,6,6,1,2,1,2,3,4,5,5,3,2,1,5,3
"692",3,5,4,6,4,5,6,5,1,2,1,4,5,5,6,6,6,5,1,2,6,2,5,6,1
"693",2,6,5,2,5,5,2,4,1,3,1,1,5,6,5,3,2,1,2,1,4,3,3,4,2
"694",2,3,4,2,5,5,6,5,1,6,3,5,1,5,4,1,5,1,1,1,5,1,6,6,2
"695",2,6,5,4,6,4,3,4,4,6,4,5,5,5,3,4,5,5,6,6,6,4,4,6,2
"696",4,5,4,6,4,4,5,5,3,6,1,1,4,6,4,3,4,3,1,4,3,3,4,2,3
"697",1,6,5,4,5,5,4,5,3,5,4,3,4,5,4,2,4,2,2,5,4,4,6,6,3
"698",1,3,5,6,6,3,5,4,2,5,2,2,4,6,3,2,3,2,2,4,5,4,4,5,3
"699",3,5,5,6,6,5,5,6,3,4,2,1,6,5,6,1,2,2,1,1,6,2,6,6,1
"700",5,6,6,5,4,4,3,6,4,3,2,1,6,6,4,3,2,3,4,2,4,5,4,4,3
"701",1,6,6,6,5,5,5,6,1,1,2,2,4,4,5,1,2,1,2,1,6,1,5,6,1
"702",2,3,3,5,3,2,3,3,3,5,2,5,5,4,2,5,5,5,5,4,5,2,5,6,1
"703",2,5,5,2,5,4,4,3,4,5,3,2,2,4,3,1,2,4,4,2,5,3,6,6,2
"704",1,5,6,6,6,5,4,5,2,4,1,2,5,6,4,2,3,2,5,2,6,1,6,6,1
"705",2,4,5,5,4,6,6,5,1,3,2,1,2,6,5,4,3,2,2,2,6,1,5,5,5
"706",1,4,4,5,4,3,4,3,5,4,1,2,5,5,4,5,3,4,4,4,6,4,4,4,5
"707",2,5,5,4,4,5,5,5,1,3,1,2,5,6,5,2,4,2,2,2,6,1,6,6,1
"708",1,4,4,5,3,2,5,5,2,6,2,2,1,2,5,5,5,5,5,1,2,2,5,5,2
"709",2,4,6,6,6,6,6,3,1,1,5,4,3,5,4,2,2,4,5,2,6,2,5,6,1
"710",2,5,5,5,4,5,5,5,2,4,2,4,4,4,5,2,2,2,1,3,6,1,5,6,1
"711",2,5,6,6,6,5,5,4,4,2,2,2,6,5,5,6,6,6,4,2,5,2,4,6,3
"712",1,6,6,6,5,5,4,5,2,2,2,2,4,3,6,2,4,5,5,4,5,2,4,5,2
"713",2,3,4,4,4,3,3,4,6,4,2,2,5,6,4,5,3,2,2,2,5,3,3,5,3
"714",1,5,1,2,5,5,5,5,2,2,1,1,6,6,5,1,1,3,4,1,6,2,4,3,1
"715",2,5,5,6,4,2,2,2,2,6,2,5,2,5,1,4,5,5,5,5,2,4,2,2,3
"716",4,4,1,1,1,5,5,6,2,2,3,6,5,1,2,1,2,2,6,2,6,1,5,6,1
"717",2,5,4,5,2,6,5,5,2,2,5,5,3,4,3,6,6,6,6,5,3,5,3,5,3
"718",2,4,5,3,5,4,4,4,4,4,4,4,4,4,3,2,4,5,6,3,3,4,4,5,2
"719",1,4,4,6,6,6,6,6,1,1,1,4,5,6,6,3,3,1,2,6,6,6,5,6,4
"720",1,6,6,6,6,1,5,5,1,2,2,2,5,5,2,4,4,5,5,5,2,6,2,4,5
"721",2,2,4,1,4,3,2,1,5,6,2,4,4,3,2,3,4,5,4,2,3,1,2,4,2
"722",1,5,5,6,6,5,6,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,6,2,1
"723",2,5,6,6,6,5,5,4,1,4,4,1,4,6,6,5,5,4,4,1,4,5,2,5,6
"724",2,5,6,6,5,6,5,6,2,2,1,4,6,6,5,4,4,3,6,4,6,2,5,6,4
"725",2,2,4,4,5,5,3,2,6,6,6,6,1,2,1,4,4,4,3,4,2,5,2,6,4
"726",4,4,4,4,4,4,5,5,4,5,6,6,3,2,3,4,5,2,4,3,5,2,2,5,5
"727",1,5,5,6,5,4,5,6,1,1,4,4,4,4,4,1,3,3,1,2,3,1,5,5,3
"728",2,6,4,1,4,6,4,5,1,1,3,3,6,5,3,2,2,5,6,1,6,6,6,6,1
"729",3,4,4,2,5,5,5,4,3,4,3,2,5,5,5,3,3,2,3,1,6,1,6,6,2
"730",1,6,6,4,6,6,5,6,3,6,3,1,5,6,5,2,4,4,4,3,5,6,4,6,4
"731",5,5,5,6,4,5,5,5,2,5,5,5,4,5,5,2,4,4,2,2,5,5,5,4,4
"732",3,4,6,1,4,5,5,4,3,5,1,1,5,6,5,4,6,2,4,1,6,4,4,5,2
"733",1,5,6,4,6,3,5,5,5,5,2,4,3,5,4,6,6,5,6,6,3,5,5,6,3
"734",1,4,6,5,6,5,4,4,3,1,5,6,5,4,3,1,1,2,2,1,5,1,5,6,2
"735",2,6,5,6,2,5,5,5,2,1,4,1,3,5,5,3,5,3,4,5,3,5,3,4,5
"736",2,4,4,4,6,6,5,5,5,6,1,5,5,4,4,1,1,3,4,4,3,1,4,6,3
"737",2,6,5,3,4,3,4,2,2,2,2,5,1,6,2,3,3,3,2,1,6,6,4,6,2
"738",4,4,4,2,5,4,3,4,3,4,2,2,4,5,6,4,4,4,3,2,6,2,5,3,2
"739",2,5,4,5,5,4,4,4,4,4,2,3,4,5,2,5,5,5,4,3,4,4,4,4,3
"740",4,5,4,4,5,6,6,5,1,1,1,3,1,2,4,3,4,4,5,4,5,1,5,4,1
"741",1,5,6,4,5,4,3,5,5,4,6,4,5,4,3,3,2,2,1,4,4,5,3,5,5
"742",4,4,4,6,3,5,5,3,3,4,5,5,3,3,4,4,5,3,4,2,5,2,4,5,2
"743",3,5,5,6,5,5,4,4,2,2,1,2,2,5,5,2,2,2,2,2,4,3,4,5,2
"744",2,5,6,5,5,4,5,3,2,6,3,4,5,5,4,3,5,4,4,3,5,4,5,5,2
"745",1,6,6,5,6,6,4,2,1,6,6,6,2,4,5,1,6,1,6,1,6,1,6,6,1
"746",2,6,3,4,5,3,2,3,2,4,2,3,3,6,5,4,2,1,2,1,5,1,6,5,2
"747",2,6,5,5,5,5,3,4,2,5,2,2,1,4,6,2,5,5,4,1,5,5,6,6,1
"748",5,5,2,3,3,4,3,4,3,5,4,1,5,4,5,6,6,6,4,3,5,1,6,2,3
"749",1,6,6,6,6,5,2,4,2,3,2,2,5,6,4,3,2,1,1,2,5,2,5,5,3
"750",1,6,6,5,4,4,4,4,5,5,2,4,4,4,4,4,5,4,4,4,5,3,6,5,4
"751",2,5,5,5,3,3,2,2,4,4,2,4,4,5,5,2,2,2,4,3,5,2,4,5,3
"752",1,5,6,6,5,6,6,4,1,1,4,2,5,5,6,4,5,4,4,3,6,4,5,4,6
"753",5,5,5,6,2,5,4,3,3,1,1,2,5,5,4,5,4,5,2,4,6,5,5,5,1
"754",1,5,4,6,3,5,5,5,2,4,3,4,2,4,4,2,2,2,1,2,4,4,4,2,4
"755",6,6,6,6,6,6,6,6,1,3,5,2,5,5,6,6,6,6,3,1,2,4,5,6,2
"756",2,4,4,1,2,6,6,6,1,4,6,6,1,1,4,6,6,6,6,6,3,5,1,6,5
"757",1,5,6,5,4,3,4,2,3,4,5,5,4,2,3,1,2,2,5,3,5,2,4,5,2
"758",2,5,6,6,5,5,3,2,4,4,1,2,4,5,2,5,5,3,3,2,3,2,5,6,3
"759",1,5,6,6,6,6,6,5,2,4,1,3,6,5,6,4,4,4,3,6,6,1,6,6,1
"760",3,5,5,4,6,6,6,5,1,1,5,4,6,4,6,4,4,4,4,2,6,1,6,2,1
"761",4,6,6,6,6,6,6,6,4,1,5,5,5,5,5,4,4,2,4,4,5,4,4,6,4
"762",1,6,6,6,6,2,5,5,1,2,1,1,5,6,5,2,3,1,1,2,5,4,6,4,1
"763",1,5,5,6,5,2,3,4,4,5,3,4,3,3,4,3,3,2,4,4,3,4,4,6,4
"764",2,3,5,6,5,5,5,5,2,5,5,2,4,3,2,2,1,4,1,1,4,1,6,2,2
"765",4,4,3,5,5,6,5,6,1,2,3,2,2,5,5,3,3,4,2,2,4,3,3,6,4
"766",3,6,6,6,5,3,2,5,4,4,1,3,5,5,6,5,6,6,3,2,6,1,5,5,3
"767",3,5,6,4,5,4,3,4,2,4,2,2,5,4,6,4,5,5,2,2,4,1,5,6,3
"768",1,4,4,4,4,2,3,4,2,2,5,4,4,4,3,2,2,3,5,2,5,3,3,5,2
"769",4,2,2,1,5,3,4,2,4,4,5,4,3,4,1,1,3,1,3,1,5,2,5,5,1
"770",1,6,6,4,5,5,2,4,2,3,2,3,5,5,5,1,1,1,1,1,5,2,6,6,2
"771",4,6,5,6,4,5,5,5,4,4,1,3,4,5,6,4,5,5,4,4,5,4,5,5,3
"772",2,4,4,6,6,6,6,1,1,6,1,6,6,5,6,6,6,6,6,2,6,1,6,6,3
"773",2,5,4,5,5,5,3,3,2,3,3,3,3,5,5,1,1,2,2,2,4,2,4,5,3
"774",2,5,5,4,5,3,5,4,2,5,2,3,4,5,5,4,4,2,3,1,5,1,5,5,2
"775",1,5,5,5,5,5,4,3,3,4,3,4,4,5,4,4,5,4,4,3,5,2,4,5,2
"776",6,5,5,4,5,5,2,5,3,5,5,5,4,2,6,6,6,6,6,2,5,3,4,6,1
"777",4,4,4,3,3,6,4,4,2,4,4,4,3,2,4,3,5,5,4,4,4,2,4,5,3
"778",1,6,5,5,5,6,5,5,1,5,4,4,5,5,4,1,4,4,4,2,6,4,3,5,5
"779",2,4,6,6,5,4,3,3,2,3,5,3,3,4,4,4,4,4,3,2,3,4,3,3,4
"780",2,5,5,4,4,2,2,2,4,5,4,4,4,5,5,1,2,2,5,4,6,5,5,6,1
"781",1,6,6,4,1,1,6,5,4,2,6,1,3,5,1,5,5,5,6,4,6,1,6,6,6
"782",3,5,6,6,5,5,4,5,1,1,1,1,3,6,4,1,1,1,1,2,5,1,4,4,2
"783",1,6,6,6,6,6,6,6,1,1,4,1,6,6,6,1,1,1,1,1,6,1,6,1,1
"784",2,5,5,4,5,5,4,5,2,3,5,2,4,5,6,4,2,4,3,2,4,2,4,4,4
"785",3,6,6,6,5,5,5,3,2,4,1,2,5,5,5,4,4,4,3,2,4,2,5,6,1
